,comp_id,industry_sector,location,is_tax_haven,num_owners,is_private,emp_base,num_employees,industry_category,rev_per_emp_month_size,annual_revenue,net_revenue
2946,2946,7,INDIA,NO,3,NO,EXTRA LARGE,144872,r,VERY HIGH,1064334773174.4,162392013338.56
2947,2947,3,INDIA,NO,1,YES,EXTRA LARGE,73038,b,HIGH,234083176079.76,39263563804.89
2948,2948,8,INDIA,NO,3,YES,LARGE,8828,r,VERY LOW,1989600965.76,86761849.97
2949,2949,9,INDIA,NO,1,YES,LARGE,6076,r,MEDIUM,12319565143.2,475921330.89
2950,2950,8,INDIA,NO,1,NO,VERY LARGE,38873,r,VERY LOW,10417020163.56,164319421.29
2951,2951,3,INDIA,NO,1,NO,VERY SMALL,35,b,HIGH,79047376.8,-12861202.02
2952,2952,0,INDIA,NO,1,NO,SMALL,154,r,EXTRA HIGH,1552469817.36,182724048.21
2953,2953,8,INDIA,NO,3,NO,EXTRA LARGE,100258,r,VERY LOW,22166995676.16,2043910322.13
2954,2954,8,INDIA,NO,1,NO,VERY SMALL,41,r,VERY LOW,8279961.48,1195931.28
2955,2955,8,INDIA,NO,1,NO,EXTRA LARGE,70224,r,VERY LOW,9932173574.4,1258275788.0
2956,2956,4,INDIA,NO,2,YES,SMALL,231,s,LOW,214695031.32,19005775.58
2957,2957,9,INDIA,NO,1,YES,LARGE,5669,r,MEDIUM,8940446565.12,1730544502.98
2958,2958,8,OFFSHORE,YES,3,NO,SMALL,167,r,VERY LOW,45739596.6,8236299.82
2959,2959,0,INDIA,NO,3,NO,VERY SMALL,42,r,EXTRA HIGH,320560662.24,20414225.33
2960,2960,4,INDIA,NO,3,YES,SMALL,283,s,LOW,232294686.24,36332224.3
2961,2961,7,INDIA,NO,1,NO,MEDIUM,1451,r,VERY HIGH,9677718797.04,1924122180.39
2962,2962,0,INDIA,NO,1,YES,VERY SMALL,25,r,EXTRA HIGH,223888245.0,-6520284.69
2963,2963,9,INDIA,NO,1,NO,VERY LARGE,20551,r,MEDIUM,38590225542.48,-3203380048.48
2964,2964,0,INDIA,NO,1,NO,MEDIUM,1542,r,EXTRA HIGH,15844213020.24,2373654342.91
2965,2965,0,INDIA,NO,3,NO,EXTRA LARGE,47115,r,EXTRA HIGH,581576672665.8,89033041724.79
2966,2966,1,INDIA,NO,3,NO,VERY LARGE,46350,r,HIGH,137027295270.0,26309646162.74
2967,2967,9,OFFSHORE,YES,3,NO,SMALL,194,r,MEDIUM,328024651.68,29123383.32
2968,2968,0,INDIA,NO,2,YES,MEDIUM,1209,r,EXTRA HIGH,9916906984.92,862164111.91
2969,2969,8,INDIA,NO,2,NO,VERY SMALL,23,r,VERY LOW,4183298.88,720963.01
2970,2970,0,INDIA,NO,1,NO,VERY SMALL,20,r,EXTRA HIGH,192020745.6,4443685.75
2971,2971,9,INDIA,NO,2,YES,LARGE,3565,r,MEDIUM,6134302487.4,522210522.35
2972,2972,5,INDIA,NO,1,NO,MEDIUM,2043,b,LOW,1410937722.36,47899568.52
2973,2973,1,INDIA,NO,3,YES,SMALL,97,r,HIGH,286010444.16,40281999.56
2974,2974,0,INDIA,NO,3,YES,MEDIUM,1690,r,EXTRA HIGH,13944099686.4,341481494.03
2975,2975,5,INDIA,NO,2,NO,MEDIUM,2327,b,LOW,1718295521.28,128538195.67
2976,2976,9,INDIA,NO,1,NO,MEDIUM,1343,r,MEDIUM,2039733788.16,160914627.26
2977,2977,4,INDIA,NO,3,NO,VERY SMALL,21,s,LOW,16316775.72,468456.33
2978,2978,0,INDIA,NO,3,YES,SMALL,142,r,EXTRA HIGH,1570149862.8,289937232.5
2979,2979,1,INDIA,NO,3,YES,SMALL,239,r,HIGH,524309605.56,-34074832.73
2980,2980,0,INDIA,NO,1,NO,VERY LARGE,40764,r,EXTRA HIGH,450357254346.24,83964637261.37
2981,2981,0,INDIA,NO,1,YES,VERY SMALL,24,r,EXTRA HIGH,202242588.48,-11060345.1
2982,2982,8,INDIA,NO,1,NO,MEDIUM,2629,r,VERY LOW,950448173.4,184195489.46
2983,2983,0,INDIA,NO,2,NO,LARGE,8106,r,EXTRA HIGH,54660204758.88,-10684427963.66
2984,2984,4,INDIA,NO,2,NO,EXTRA LARGE,76696,s,LOW,23256457519.68,1843693010.04
2985,2985,4,INDIA,NO,1,NO,MEDIUM,1411,s,LOW,1178442817.92,-58475159.59
2986,2986,7,INDIA,NO,2,NO,VERY SMALL,22,r,VERY HIGH,158171877.6,13460243.84
2987,2987,7,INDIA,NO,1,YES,VERY LARGE,38479,r,VERY HIGH,221060991531.24,10853203494.83
2988,2988,0,INDIA,NO,1,YES,SMALL,291,r,EXTRA HIGH,3191831067.24,47503753.98
2989,2989,0,INDIA,NO,2,NO,SMALL,102,r,EXTRA HIGH,1077241934.88,25202938.48
2990,2990,6,INDIA,NO,1,NO,EXTRA LARGE,87863,s,MEDIUM,149484832905.48,7941414507.6
2991,2991,9,INDIA,NO,2,NO,VERY LARGE,36530,r,MEDIUM,58675182992.4,10058121248.14
2992,2992,6,INDIA,NO,1,YES,SMALL,188,s,MEDIUM,373681358.4,35179347.35
2993,2993,0,INDIA,NO,1,YES,SMALL,230,r,EXTRA HIGH,2071413313.2,196737609.75
2994,2994,9,INDIA,NO,2,YES,MEDIUM,1542,r,MEDIUM,2100268393.92,374987085.65
2995,2995,3,INDIA,NO,3,YES,MEDIUM,2203,b,HIGH,7256370055.2,993836819.8
2996,2996,8,INDIA,NO,1,NO,VERY LARGE,20986,r,VERY LOW,5436652467.12,763512699.5
2997,2997,1,INDIA,NO,3,NO,SMALL,164,r,HIGH,514169185.44,10011766.96
2998,2998,9,INDIA,NO,1,NO,LARGE,7547,r,MEDIUM,14994560124.24,1542356545.46
2999,2999,1,INDIA,NO,1,NO,LARGE,4388,r,HIGH,14935088245.92,1947201293.16
3000,3000,6,INDIA,NO,3,NO,MEDIUM,1117,s,MEDIUM,2305591612.92,422284301.56
3001,3001,9,INDIA,NO,1,YES,SMALL,258,r,MEDIUM,362381722.56,45702925.87
3002,3002,0,INDIA,NO,1,YES,VERY SMALL,22,r,EXTRA HIGH,220949995.2,3263806.43
3003,3003,9,INDIA,NO,3,NO,LARGE,8289,r,MEDIUM,14439387602.88,1099634399.38
3004,3004,9,INDIA,NO,2,YES,VERY LARGE,32499,r,MEDIUM,59442587141.04,3061538959.64
3005,3005,7,INDIA,NO,2,NO,LARGE,8406,r,VERY HIGH,53507168077.68,3431999837.74
3006,3006,7,INDIA,NO,3,NO,MEDIUM,1057,r,VERY HIGH,6686690109.96,481896504.83
3007,3007,0,INDIA,NO,2,NO,VERY SMALL,28,r,EXTRA HIGH,342465668.16,48879465.52
3008,3008,7,INDIA,NO,3,NO,MEDIUM,2338,r,VERY HIGH,18053881130.88,-3043839709.73
3009,3009,6,INDIA,NO,1,NO,VERY LARGE,51018,s,MEDIUM,94874274784.08,8629913568.32
3010,3010,8,INDIA,NO,1,NO,EXTRA LARGE,108608,r,VERY LOW,35251797834.24,3434778045.36
3011,3011,0,INDIA,NO,1,NO,SMALL,211,r,EXTRA HIGH,2018692779.96,272307345.92
3012,3012,3,INDIA,NO,1,YES,EXTRA LARGE,86917,b,HIGH,257670664996.68,14039507143.81
3013,3013,0,INDIA,NO,2,YES,SMALL,142,r,EXTRA HIGH,1442365948.56,131336429.39
3014,3014,4,INDIA,NO,2,NO,SMALL,213,s,LOW,173715063.84,19122046.66
3015,3015,7,INDIA,NO,2,YES,LARGE,8097,r,VERY HIGH,54362188224.36,7177954777.89
3016,3016,0,INDIA,NO,3,NO,MEDIUM,1341,r,EXTRA HIGH,13646581633.8,-2527509136.41
3017,3017,0,INDIA,NO,2,NO,MEDIUM,2116,r,EXTRA HIGH,17899135914.72,2567845988.25
3018,3018,0,INDIA,NO,2,NO,VERY LARGE,29931,r,EXTRA HIGH,268075101480.12,30558562854.25
3019,3019,0,INDIA,NO,2,YES,EXTRA LARGE,106375,r,EXTRA HIGH,1097446915095.0,74672063895.61
3020,3020,3,INDIA,NO,1,YES,LARGE,6396,b,HIGH,19943525964.96,-2737784974.98
3021,3021,1,INDIA,NO,1,YES,MEDIUM,2083,r,HIGH,7343406117.0,1046911655.24
3022,3022,3,INDIA,NO,2,YES,LARGE,11449,b,HIGH,28943851447.92,2425103570.56
3023,3023,9,INDIA,NO,3,YES,VERY SMALL,21,r,MEDIUM,38018257.2,4194399.74
3024,3024,7,INDIA,NO,3,YES,MEDIUM,1948,r,VERY HIGH,12264044015.04,-738945211.77
3025,3025,8,INDIA,NO,1,NO,SMALL,251,r,VERY LOW,67113414.12,6856432.38
3026,3026,0,INDIA,NO,3,NO,SMALL,231,r,EXTRA HIGH,2427024600.0,251288014.67
3027,3027,0,INDIA,NO,2,NO,MEDIUM,1384,r,EXTRA HIGH,10414483688.64,-1061090694.8
3028,3028,3,INDIA,NO,1,NO,SMALL,237,b,HIGH,533843429.04,-67850496.64
3029,3029,5,INDIA,NO,3,YES,SMALL,301,b,LOW,224190663.48,25917999.41
3030,3030,0,INDIA,NO,3,YES,VERY SMALL,34,r,EXTRA HIGH,317643601.92,61184928.95
3031,3031,0,INDIA,NO,2,NO,VERY SMALL,27,r,EXTRA HIGH,260952950.16,8706388.71
3032,3032,4,INDIA,NO,2,YES,MEDIUM,1012,s,LOW,731392073.28,66628618.05
3033,3033,3,INDIA,NO,1,YES,VERY LARGE,27812,b,HIGH,67657454751.84,7276406890.46
3034,3034,4,INDIA,NO,1,YES,SMALL,169,s,LOW,215567639.04,-11989070.14
3035,3035,8,INDIA,NO,1,NO,VERY SMALL,28,r,VERY LOW,7375717.44,665193.26
3036,3036,3,INDIA,NO,1,YES,VERY LARGE,33315,b,HIGH,83726153274.6,2540064595.32
3037,3037,8,INDIA,NO,2,NO,SMALL,136,r,VERY LOW,21765837.12,-1971176.4
3038,3038,7,INDIA,NO,1,NO,SMALL,293,r,VERY HIGH,1794231043.92,324902351.34
3039,3039,8,INDIA,NO,1,YES,SMALL,215,r,VERY LOW,50123801.4,3175038.0
3040,3040,0,INDIA,NO,3,YES,VERY LARGE,26772,r,EXTRA HIGH,224198731090.08,-2568858866.0
3041,3041,3,INDIA,NO,2,NO,MEDIUM,2040,b,HIGH,5716716969.6,150622168.98
3042,3042,3,INDIA,NO,2,YES,VERY SMALL,10,b,HIGH,35176944.0,-2378391.89
3043,3043,0,INDIA,NO,3,NO,VERY SMALL,20,r,EXTRA HIGH,217819586.4,-34114076.83
3044,3044,9,INDIA,NO,1,YES,VERY SMALL,42,r,MEDIUM,78879291.12,2612630.13
3045,3045,0,INDIA,NO,2,NO,SMALL,281,r,EXTRA HIGH,3094900403.64,514841209.69
3046,3046,9,INDIA,NO,2,YES,MEDIUM,1441,r,MEDIUM,2129709176.76,-54636888.62
3047,3047,3,INDIA,NO,2,YES,LARGE,9169,b,HIGH,28317310008.24,-2662155524.68
3048,3048,0,INDIA,NO,4,YES,EXTRA LARGE,52356,r,EXTRA HIGH,551063842401.6,100714170372.4
3049,3049,3,INDIA,NO,1,YES,LARGE,8535,b,HIGH,20839471142.4,1763634222.67
3050,3050,2,INDIA,NO,2,YES,MEDIUM,2204,s,LOW,1409313153.12,56210451.42
3051,3051,8,INDIA,NO,3,YES,SMALL,212,r,VERY LOW,47371111.68,7440540.74
3052,3052,0,INDIA,NO,1,YES,VERY SMALL,21,r,EXTRA HIGH,185059309.68,-28487566.46
3053,3053,0,INDIA,NO,1,NO,MEDIUM,1789,r,EXTRA HIGH,19776213186.6,2238091797.03
3054,3054,0,INDIA,NO,3,NO,MEDIUM,1422,r,EXTRA HIGH,14541694054.56,2004659771.99
3055,3055,4,INDIA,NO,2,YES,SMALL,180,s,LOW,172513821.6,24235159.28
3056,3056,4,INDIA,NO,1,YES,MEDIUM,1597,s,LOW,1479287940.72,-45212496.77
3057,3057,2,INDIA,NO,1,YES,MEDIUM,1106,s,LOW,784082685.12,106019581.5
3058,3058,1,INDIA,NO,1,YES,MEDIUM,1073,r,HIGH,2968179769.08,384450314.72
3059,3059,1,INDIA,NO,1,NO,SMALL,202,r,HIGH,659113476.0,-99074091.2
3060,3060,9,INDIA,NO,2,NO,LARGE,5023,r,MEDIUM,7859396681.4,445374064.23
3061,3061,1,INDIA,NO,1,YES,VERY SMALL,33,r,HIGH,78503356.8,-13454814.44
3062,3062,9,INDIA,NO,5,NO,MEDIUM,1661,r,MEDIUM,3207368343.96,116514186.43
3063,3063,7,INDIA,NO,3,NO,MEDIUM,1673,r,VERY HIGH,11531933456.4,-869644436.07
3064,3064,9,INDIA,NO,2,NO,VERY LARGE,52889,r,MEDIUM,74917816430.04,14481457599.58
3065,3065,9,INDIA,NO,1,NO,EXTRA LARGE,120186,r,MEDIUM,243812016573.84,38006617885.74
3066,3066,0,INDIA,NO,2,NO,SMALL,185,r,EXTRA HIGH,1675978987.8,127747804.65
3067,3067,3,INDIA,NO,2,YES,VERY LARGE,23630,b,HIGH,73035508534.8,3054179976.79
3068,3068,8,INDIA,NO,3,YES,LARGE,7304,r,VERY LOW,1478638413.12,166462326.5
3069,3069,3,INDIA,NO,3,NO,MEDIUM,1068,b,HIGH,2609475756.48,31989207.62
3070,3070,3,INDIA,NO,1,NO,SMALL,291,b,HIGH,945207052.2,59321016.18
3071,3071,9,INDIA,NO,2,NO,VERY LARGE,17992,r,MEDIUM,33420911496.96,1011445645.08
3072,3072,9,INDIA,NO,1,NO,MEDIUM,1545,r,MEDIUM,2991884713.2,179342031.07
3073,3073,0,INDIA,NO,2,NO,LARGE,7439,r,EXTRA HIGH,76922712291.12,989378200.24
3074,3074,5,INDIA,NO,1,YES,VERY LARGE,33247,b,LOW,19914906454.2,-2735827743.24
3075,3075,1,INDIA,NO,1,NO,SMALL,174,r,HIGH,548098204.32,34394442.68
3076,3076,9,INDIA,NO,1,NO,VERY LARGE,18979,r,MEDIUM,32572482520.32,5029824423.02
3077,3077,8,INDIA,NO,1,NO,SMALL,156,r,VERY LOW,27190313.28,1461823.78
3078,3078,9,INDIA,NO,1,NO,MEDIUM,2112,r,MEDIUM,3624097720.32,624026308.21
3079,3079,9,INDIA,NO,1,YES,EXTRA LARGE,98098,r,MEDIUM,182810370943.2,-27685282375.46
3080,3080,1,INDIA,NO,2,YES,MEDIUM,1398,r,HIGH,3493239638.4,-685737408.88
3081,3081,0,INDIA,NO,2,NO,VERY LARGE,30040,r,EXTRA HIGH,267252136099.2,28423006862.92
3082,3082,9,INDIA,NO,3,YES,VERY SMALL,39,r,MEDIUM,73809712.08,10270630.27
3083,3083,5,INDIA,NO,2,NO,VERY SMALL,41,b,LOW,24885276.36,1624876.25
3084,3084,3,INDIA,NO,1,NO,VERY SMALL,33,b,HIGH,88869654.72,-5908822.62
3085,3085,1,INDIA,NO,1,YES,MEDIUM,1206,r,HIGH,3863897225.28,-383665688.41
3086,3086,0,INDIA,NO,2,NO,VERY SMALL,25,r,EXTRA HIGH,294345777.0,6697540.83
3087,3087,7,INDIA,NO,1,NO,SMALL,224,r,VERY HIGH,1570468058.88,303990035.87
3088,3088,3,INDIA,NO,2,YES,LARGE,4853,b,HIGH,12313033152.96,2265220117.47
3089,3089,8,INDIA,NO,4,YES,LARGE,8829,r,VERY LOW,1591561450.8,93633058.99
3090,3090,5,INDIA,NO,1,YES,EXTRA LARGE,70741,b,LOW,59988235006.92,7659102151.68
3091,3091,8,INDIA,NO,1,NO,VERY SMALL,23,r,VERY LOW,7420420.08,518319.83
3092,3092,9,INDIA,NO,1,NO,SMALL,260,r,MEDIUM,489914224.8,70531982.47
3093,3093,9,INDIA,NO,1,NO,SMALL,312,r,MEDIUM,712298583.36,136080634.41
3094,3094,0,INDIA,NO,1,NO,SMALL,352,r,EXTRA HIGH,3472270306.56,-446279822.12
3095,3095,4,INDIA,NO,1,YES,EXTRA LARGE,158909,s,LOW,134852262286.08,-19991103005.09
3096,3096,0,INDIA,NO,1,NO,LARGE,7680,r,EXTRA HIGH,71805923020.8,8859088663.46
3097,3097,7,INDIA,NO,3,NO,LARGE,6653,r,VERY HIGH,47108121173.04,-8625043857.92
3098,3098,0,INDIA,NO,2,YES,MEDIUM,1947,r,EXTRA HIGH,17509377853.44,-3367619996.84
3099,3099,0,INDIA,NO,2,YES,LARGE,10057,r,EXTRA HIGH,82130041957.8,10055688392.03
3100,3100,1,INDIA,NO,1,NO,VERY SMALL,33,r,HIGH,100872810.72,-5948941.06
3101,3101,2,INDIA,NO,1,YES,SMALL,211,s,LOW,226318464.96,39877295.89
3102,3102,0,INDIA,NO,2,NO,VERY SMALL,26,r,EXTRA HIGH,227814943.2,18986826.27
3103,3103,4,INDIA,NO,3,NO,SMALL,188,s,LOW,146540758.56,-10548599.85
3104,3104,7,INDIA,NO,3,YES,SMALL,205,r,VERY HIGH,1174993834.2,-192609444.01
3105,3105,8,INDIA,NO,2,YES,VERY LARGE,26109,r,VERY LOW,6511837335.12,314969052.31
3106,3106,8,INDIA,NO,3,NO,VERY LARGE,26195,r,VERY LOW,5123625694.2,-96083700.11
3107,3107,2,INDIA,NO,1,NO,EXTRA LARGE,83487,s,LOW,80143753066.56,1210475565.96
3108,3108,0,INDIA,NO,1,NO,SMALL,138,r,EXTRA HIGH,1157514092.64,40986160.6
3109,3109,4,INDIA,NO,2,YES,VERY LARGE,29058,s,LOW,21786982871.76,774337650.91
3110,3110,6,INDIA,NO,1,YES,SMALL,207,s,MEDIUM,395481664.08,-4163765.39
3111,3111,4,INDIA,NO,1,YES,LARGE,4281,s,LOW,4463869764.6,683971638.23
3112,3112,0,INDIA,NO,3,YES,LARGE,7320,r,EXTRA HIGH,73150865524.8,5426134952.44
3113,3113,2,INDIA,NO,1,YES,MEDIUM,1184,s,LOW,1289764020.48,-128867979.55
3114,3114,0,INDIA,NO,2,NO,MEDIUM,1363,r,EXTRA HIGH,14257565926.44,2591527667.34
3115,3115,0,INDIA,NO,2,NO,SMALL,179,r,EXTRA HIGH,1672300139.52,215802255.67
3116,3116,7,INDIA,NO,1,YES,VERY SMALL,13,r,VERY HIGH,65223631.2,-12891123.14
3117,3117,0,INDIA,NO,2,YES,VERY SMALL,24,r,EXTRA HIGH,237393757.44,46083905.63
3118,3118,3,INDIA,NO,1,NO,VERY LARGE,36545,b,HIGH,80826254904.0,8600906572.91
3119,3119,1,INDIA,NO,1,YES,SMALL,217,r,HIGH,667340152.08,104697925.12
3120,3120,0,INDIA,NO,2,NO,LARGE,5071,r,EXTRA HIGH,46880537798.16,3723207027.53
3121,3121,3,INDIA,NO,2,YES,SMALL,203,b,HIGH,595339301.76,48606241.79
3122,3122,0,INDIA,NO,3,NO,MEDIUM,1543,r,EXTRA HIGH,13079162473.44,2118699443.97
3123,3123,1,INDIA,NO,1,NO,SMALL,139,r,HIGH,400642908.12,45364228.51
3124,3124,1,INDIA,NO,2,YES,SMALL,162,r,HIGH,499910058.72,46215675.55
3125,3125,1,INDIA,NO,3,YES,SMALL,222,r,HIGH,571536744.48,73191654.43
3126,3126,1,INDIA,NO,2,NO,LARGE,6301,r,HIGH,17024424396.72,3131650899.12
3127,3127,0,INDIA,NO,3,NO,MEDIUM,1813,r,EXTRA HIGH,16750478944.92,1783667693.66
3128,3128,9,INDIA,NO,1,YES,MEDIUM,1503,r,MEDIUM,2494565472.6,272234745.22
3129,3129,0,INDIA,NO,2,YES,VERY SMALL,31,r,EXTRA HIGH,347757236.16,34699926.86
3130,3130,0,INDIA,NO,2,NO,EXTRA LARGE,59736,r,EXTRA HIGH,743928916253.76,109096447939.64
3131,3131,2,INDIA,NO,1,YES,SMALL,202,s,LOW,175868181.12,18816991.92
3132,3132,0,INDIA,NO,1,NO,SMALL,292,r,EXTRA HIGH,2526868217.76,163465245.26
3133,3133,1,INDIA,NO,1,YES,MEDIUM,683,r,HIGH,2223352934.28,325854414.86
3134,3134,0,INDIA,NO,3,NO,MEDIUM,570,r,EXTRA HIGH,6141915619.2,607823011.09
3135,3135,8,INDIA,NO,2,YES,VERY LARGE,19512,r,VERY LOW,3733730467.2,159803401.07
3136,3136,1,INDIA,NO,3,NO,SMALL,100,r,HIGH,338216448.0,-28833385.82
3137,3137,9,INDIA,NO,1,YES,SMALL,177,r,MEDIUM,342109685.16,-46877761.3
3138,3138,0,INDIA,NO,3,YES,MEDIUM,953,r,EXTRA HIGH,7210476565.32,781991246.26
3139,3139,0,INDIA,NO,1,YES,LARGE,5361,r,EXTRA HIGH,37689339014.28,5948731438.34
3140,3140,5,INDIA,NO,1,YES,LARGE,11170,b,LOW,9106782151.2,1405019944.32
3141,3141,1,INDIA,NO,3,NO,LARGE,6509,r,HIGH,21745581975.24,-1068223892.08
3142,3142,9,INDIA,NO,1,NO,LARGE,9931,r,MEDIUM,24387104243.64,1456881242.98
3143,3143,4,INDIA,NO,2,YES,VERY SMALL,32,s,LOW,18204737.28,2617252.6
3144,3144,9,INDIA,NO,1,YES,VERY SMALL,19,r,MEDIUM,40806895.08,5679566.44
3145,3145,9,INDIA,NO,5,NO,MEDIUM,2135,r,MEDIUM,5050432938.6,-838654990.96
3146,3146,8,INDIA,NO,1,NO,EXTRA LARGE,93025,r,VERY LOW,20334956157.0,2981556884.52
3147,3147,4,INDIA,NO,2,YES,VERY SMALL,17,s,LOW,13963669.44,1896493.96
3148,3148,9,INDIA,NO,2,NO,EXTRA LARGE,88042,r,MEDIUM,171608811053.28,10985707841.75
3149,3149,5,INDIA,NO,1,NO,LARGE,8353,b,LOW,9417007812.96,1180186166.44
3150,3150,7,INDIA,NO,1,NO,LARGE,10374,r,VERY HIGH,91200329569.44,16525750728.49
3151,3151,9,INDIA,NO,1,YES,MEDIUM,1678,r,MEDIUM,3205735771.2,594380212.57
3152,3152,2,INDIA,NO,1,YES,SMALL,152,s,LOW,113536193.28,6135577.29
3153,3153,0,INDIA,NO,2,YES,MEDIUM,1416,r,EXTRA HIGH,13903580298.24,-1691896297.95
3154,3154,5,INDIA,NO,1,YES,EXTRA LARGE,86861,b,LOW,122061183988.08,23983829229.01
3155,3155,3,INDIA,NO,3,NO,LARGE,9244,b,HIGH,29618056647.84,399699778.2
3156,3156,1,INDIA,NO,2,YES,LARGE,8581,r,HIGH,22226588577.6,3635526801.36
3157,3157,0,INDIA,NO,1,YES,VERY SMALL,42,r,EXTRA HIGH,585514389.6,-34969797.41
3158,3158,9,INDIA,NO,2,YES,LARGE,10913,r,MEDIUM,16370551576.68,1320645795.74
3159,3159,5,INDIA,NO,1,YES,MEDIUM,2657,b,LOW,1317733836.0,177558288.69
3160,3160,9,INDIA,NO,3,YES,VERY SMALL,23,r,MEDIUM,38724508.44,-7383171.59
3161,3161,0,INDIA,NO,1,YES,MEDIUM,1487,r,EXTRA HIGH,16997552016.0,910967916.1
3162,3162,4,INDIA,NO,3,YES,VERY LARGE,43040,s,LOW,33912939321.6,-6663869501.36
3163,3163,0,INDIA,NO,1,YES,MEDIUM,1587,r,EXTRA HIGH,16196312592.0,1697032780.59
3164,3164,8,INDIA,NO,1,YES,SMALL,181,r,VERY LOW,41060964.96,5832765.26
3165,3165,0,INDIA,NO,2,NO,LARGE,4852,r,EXTRA HIGH,48952166863.68,3216862005.77
3166,3166,8,INDIA,NO,2,NO,VERY LARGE,28994,r,VERY LOW,8065444222.08,1225445350.05
3167,3167,0,INDIA,NO,1,YES,VERY LARGE,32204,r,EXTRA HIGH,325765338109.44,58865105178.82
3168,3168,7,INDIA,NO,5,NO,MEDIUM,581,r,VERY HIGH,4087577416.44,154671137.42
3169,3169,7,INDIA,NO,3,YES,SMALL,209,r,VERY HIGH,1445387210.52,130507818.52
3170,3170,9,INDIA,NO,2,YES,VERY SMALL,30,r,MEDIUM,59816368.8,7912524.67
3171,3171,9,INDIA,NO,1,YES,MEDIUM,1747,r,MEDIUM,2473320980.16,160727780.46
3172,3172,3,INDIA,NO,1,NO,MEDIUM,1175,b,HIGH,3063216963.0,-304321054.61
3173,3173,9,INDIA,NO,3,YES,LARGE,5973,r,MEDIUM,8958505137.12,362167126.78
3174,3174,9,INDIA,NO,3,NO,SMALL,165,r,MEDIUM,308905720.2,-55434870.82
3175,3175,3,INDIA,NO,1,NO,SMALL,153,b,HIGH,423258624.72,38442932.89
3176,3176,9,INDIA,NO,1,NO,EXTRA LARGE,87924,r,MEDIUM,136109601671.04,-1861452787.31
3177,3177,0,INDIA,NO,1,YES,VERY SMALL,37,r,EXTRA HIGH,248088121.32,37365979.45
3178,3178,9,INDIA,NO,1,YES,VERY SMALL,40,r,MEDIUM,69876206.4,12590252.78
3179,3179,8,INDIA,NO,3,YES,SMALL,203,r,VERY LOW,57580316.64,4651544.66
3180,3180,4,INDIA,NO,1,YES,SMALL,182,s,LOW,104702750.88,4967672.04
3181,3181,0,INDIA,NO,1,YES,MEDIUM,1412,r,EXTRA HIGH,13844919864.48,250041971.16
3182,3182,2,INDIA,NO,1,NO,SMALL,166,s,LOW,148142111.76,14324489.85
3183,3183,6,INDIA,NO,5,NO,SMALL,168,s,MEDIUM,237226187.52,31156199.88
3184,3184,7,INDIA,NO,1,NO,VERY SMALL,27,r,VERY HIGH,186916977.0,32982712.95
3185,3185,1,INDIA,NO,1,NO,MEDIUM,1210,r,HIGH,4471262954.4,734507852.15
3186,3186,8,INDIA,NO,5,YES,LARGE,6686,r,VERY LOW,721285680.0,104133881.38
3187,3187,9,INDIA,NO,1,NO,MEDIUM,1137,r,MEDIUM,1771369002.36,141954931.94
3188,3188,7,INDIA,NO,1,YES,MEDIUM,2450,r,VERY HIGH,17758525512.0,3121718014.2
3189,3189,2,INDIA,NO,2,NO,SMALL,220,s,LOW,209234863.2,26141810.74
3190,3190,3,INDIA,NO,3,YES,VERY LARGE,29425,b,HIGH,59206430910.0,2052950562.72
3191,3191,1,INDIA,NO,2,NO,VERY SMALL,38,r,HIGH,109489644.72,2160330.14
3192,3192,6,INDIA,NO,1,NO,VERY LARGE,48822,s,MEDIUM,97347929721.84,7345486949.68
3193,3193,7,INDIA,NO,2,NO,VERY SMALL,33,r,VERY HIGH,255079055.88,32234784.94
3194,3194,0,INDIA,NO,2,NO,LARGE,7272,r,EXTRA HIGH,59734487335.68,2986075703.11
3195,3195,5,INDIA,NO,5,YES,SMALL,145,b,LOW,98678044.8,16355828.71
3196,3196,8,INDIA,NO,2,YES,MEDIUM,1871,r,VERY LOW,403233878.64,-48639101.28
3197,3197,9,INDIA,NO,2,YES,SMALL,235,r,MEDIUM,413560980.6,38142312.73
3198,3198,1,INDIA,NO,2,NO,SMALL,230,r,HIGH,837833880.0,61835953.41
3199,3199,0,INDIA,NO,2,NO,MEDIUM,1592,r,EXTRA HIGH,15187174890.24,523302142.52
3200,3200,4,INDIA,NO,3,YES,MEDIUM,1147,s,LOW,1106177857.08,38804782.69
3201,3201,8,INDIA,NO,2,YES,LARGE,9054,r,VERY LOW,2686334837.76,388314789.68
3202,3202,0,INDIA,NO,2,YES,LARGE,13050,r,EXTRA HIGH,137734291512.0,12032810179.84
3203,3203,7,INDIA,NO,1,YES,SMALL,209,r,VERY HIGH,1138383708.0,-203640928.09
3204,3204,0,INDIA,NO,3,NO,SMALL,288,r,EXTRA HIGH,2866671578.88,557697351.91
3205,3205,6,INDIA,NO,1,YES,EXTRA LARGE,63481,s,MEDIUM,89695133613.36,-14744910465.34
3206,3206,0,INDIA,NO,3,YES,MEDIUM,1671,r,EXTRA HIGH,16908876070.2,-1528370537.16
3207,3207,0,INDIA,NO,3,NO,EXTRA LARGE,113914,r,EXTRA HIGH,1123779458045.52,205163722958.62
3208,3208,5,INDIA,NO,2,NO,EXTRA LARGE,104752,b,LOW,44024135610.24,3091462089.08
3209,3209,0,INDIA,NO,3,YES,VERY LARGE,43233,r,EXTRA HIGH,400049447618.88,61331464324.45
